FileName,rename_unweighted,jsjiami_unweighted,jsjiami_recover_unweighted_old,jsjiami_recover_unweighted,,,
97965.js,1,2,1,1,,,
97966.js,1,1.333333333,0.888888889,0.888888889,,,
97999.js,1,1.75,1,1,,,
9814.js,1,4,1,1,,,
98573.js,1,1.375,0.875,0.75,,,
98605.js,1,1.428571429,1,0.857142857,,,
98660.js,1,1.333333333,0.833333333,0.833333333,,,
98850.js,1,1,0.428571429,0.428571429,,,
98878.js,1,1.166666667,0.333333333,0.333333333,,,
98893.js,1,1.166666667,0.5,0.5,,,
98898.js,1,0.875,0.25,0.375,,,
98963.js,1,0.466666667,0.2,0.133333333,,,
99018.js,1,0.777777778,0.333333333,0.333333333,,,
99031.js,1,1,0.428571429,0.428571429,,,
99032.js,1,0.636363636,0.181818182,0.272727273,,,
99044.js,1,0.7,0.3,0.2,,,
99092.js,1,2,1,1,,,
99152.js,1,1.8,0.8,1,,,
99502.js,1,2,0.5,0.5,,,
9958.js,1,4,1,1,,,
99611.js,1,0.470588235,0.176470588,0.235294118,,,
